City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
471,Karakol,KG,42.4907,78.3936,54.34,47,1,3.85,clear sky
472,Temple,US,31.0982,-97.3428,94.41,47,0,1.99,clear sky
473,Normal,US,40.5142,-88.9906,74.17,60,0,8.99,clear sky
474,Berdigestyakh,RU,62.0989,126.6992,31.24,99,100,3.2,overcast clouds
475,Kelo,TD,9.3086,15.8066,76.21,78,89,2.53,overcast clouds
476,Bafra,TR,41.5678,35.9069,62.82,78,72,6.2,broken clouds
477,Kahramanmaras,TR,38.0,37.0,49.06,74,65,6.46,broken clouds
478,Carutapera,BR,-1.195,-46.02,85.82,62,82,9.13,broken clouds
479,Kulhudhuffushi,MV,6.6221,73.07,82.58,75,63,14.09,broken clouds
480,Wenling,CN,28.3669,121.36,65.05,81,2,7.81,clear sky
481,Lyaskelya,RU,61.7667,31.0167,45.66,77,61,9.84,broken clouds
482,Graham,US,47.0529,-122.2943,67.48,72,40,5.75,scattered clouds
483,Solnechnyy,RU,50.7214,136.6319,47.89,93,100,9.78,moderate rain
484,Namibe,AO,-15.1961,12.1522,63.32,82,41,5.95,scattered clouds
485,Radolfzell,DE,47.7333,8.9667,58.05,92,100,0.22,light rain
486,Lisala,CD,2.15,21.5167,71.13,95,71,3.09,broken clouds
487,Bure,ET,10.7,37.0667,56.68,97,98,4.43,light rain
488,Aden,YE,12.7794,45.0367,89.46,64,94,2.19,overcast clouds
489,Mandalgovi,MN,45.7625,106.2708,49.06,49,80,7.29,broken clouds
490,Manokwari,ID,-0.8667,134.0833,78.46,80,100,3.83,overcast clouds
491,Methoni,GR,36.8197,21.7049,71.22,51,1,9.28,clear sky
492,Ngunguru,NZ,-35.6167,174.5,52.09,86,12,7.54,few clouds
493,Narsipatnam,IN,17.6667,82.6167,77.56,87,82,2.71,broken clouds
494,Am Timan,TD,11.0297,20.2827,77.34,81,53,2.89,broken clouds
495,Dossor,KZ,47.5272,52.9811,73.62,37,100,13.49,overcast clouds
496,Constitucion,CL,-35.3333,-72.4167,54.9,83,97,3.62,overcast clouds
497,Narsaq,GL,60.9167,-46.05,48.42,98,100,3.44,overcast clouds
498,Zhuhai,CN,22.2769,113.5678,82.85,78,20,9.22,few clouds
499,Charlestown,AU,-32.95,151.6667,54.82,95,3,1.99,clear sky
500,Pulandian,CN,39.3953,121.9669,61.36,66,100,3.31,overcast clouds
501,Baykit,RU,61.67,96.37,28.98,98,93,1.61,overcast clouds
502,Hamburg,DE,53.55,10.0,56.28,96,100,5.75,overcast clouds
503,Hofn,IS,64.2539,-15.2082,53.6,86,100,8.7,overcast clouds
504,Vestmanna,FO,62.1564,-7.1664,49.12,100,100,4.61,heavy intensity drizzle
505,Uyovu,TZ,-3.2833,31.5258,73.76,49,60,6.78,broken clouds
506,Chinsali,ZM,-10.5414,32.0816,71.69,26,49,8.08,scattered clouds
507,Tateyama,JP,34.9833,139.8667,73.09,89,98,19.42,overcast clouds
508,Yerbogachen,RU,61.2767,108.0108,26.11,98,95,4.61,overcast clouds
509,Balikpapan,ID,-1.2675,116.8289,74.39,100,20,0.0,few clouds
510,Kirovsk,UA,48.6375,38.6428,51.49,65,100,8.19,overcast clouds
511,Praia,CV,14.9215,-23.5087,79.34,89,40,5.75,scattered clouds
512,Tadine,NC,-21.55,167.8833,72.28,89,25,8.81,scattered clouds
513,Koubia,GN,11.5833,-11.9,74.08,91,96,3.44,moderate rain
514,Da Lat,VN,11.9465,108.4419,60.21,98,95,0.92,overcast clouds
515,Mansoa,GW,12.0733,-15.3189,76.59,92,98,7.23,moderate rain
516,Saravan,AM,39.7196,45.6483,58.5,43,3,1.63,clear sky
517,Chandla,IN,25.0833,80.2,77.49,85,100,6.82,overcast clouds
518,Madison,US,34.7334,-86.5667,84.33,43,0,7.0,clear sky
519,Wanaka,NZ,-44.7,169.15,44.11,83,98,0.31,overcast clouds
520,Sapouy,BF,11.5544,-1.7736,80.96,73,100,4.7,overcast clouds
521,Juneau,US,58.3019,-134.4197,51.8,94,100,4.61,light rain
522,Vanimo,PG,-2.6741,141.3028,74.91,83,46,4.92,scattered clouds
523,Zaraza,VE,9.3503,-65.3245,93.96,43,36,5.88,scattered clouds
524,Omsukchan,RU,62.5333,155.8,20.5,95,24,2.86,few clouds
525,Pyay,MM,18.8167,95.2167,75.88,97,97,4.59,overcast clouds
526,Okhotsk,RU,59.3833,143.3,40.32,52,93,8.19,overcast clouds
527,Thinadhoo,MV,0.5333,72.9333,81.32,76,100,8.81,very heavy rain
528,Lingao,CN,19.9103,109.6859,77.18,88,16,10.04,few clouds
529,Bull Savanna,JM,17.8868,-77.5902,83.1,67,91,5.82,overcast clouds
530,Nemuro,JP,43.3236,145.575,59.09,79,50,7.25,scattered clouds
531,Krasnoselkup,RU,65.7,82.4667,26.98,81,75,10.33,broken clouds
532,Kaohsiung,TW,22.6163,120.3133,81.03,84,20,4.61,few clouds
533,Falam,MM,22.9167,93.6833,62.56,99,100,0.65,light rain
534,Maniitsoq,GL,65.4167,-52.9,38.23,62,5,19.13,clear sky
535,Porto Belo,BR,-27.1578,-48.5531,73.8,63,0,7.78,clear sky
536,Tazmalt,DZ,36.3868,4.3989,81.61,33,48,14.03,scattered clouds
537,Kabompo,ZM,-13.5927,24.2008,75.16,19,47,6.04,scattered clouds
538,Omboue,GA,-1.5746,9.2618,76.48,84,87,8.7,overcast clouds
539,Kilimatinde,TZ,-5.85,34.95,75.33,44,70,9.37,broken clouds
540,Jieshi,CN,22.8134,115.8257,76.08,75,9,15.19,light rain
541,Atherton,GB,53.5237,-2.4935,58.39,72,89,6.93,overcast clouds
542,Algiers,DZ,36.7525,3.042,82.22,39,40,6.91,scattered clouds
543,Kota,IN,25.1833,75.8333,78.31,73,98,11.81,overcast clouds
544,Ambilobe,MG,-13.2,49.05,73.81,59,26,9.89,scattered clouds
545,Lagoa Vermelha,BR,-28.2086,-51.5258,63.64,48,0,4.5,clear sky
546,Dudinka,RU,69.4058,86.1778,27.28,90,98,15.3,overcast clouds
547,Nieves,PH,15.3274,120.9485,81.91,93,100,1.72,overcast clouds
548,Buarcos,PT,40.166,-8.8768,68.67,80,0,25.39,clear sky
549,Mercedes,AR,-34.6515,-59.4307,74.86,23,44,8.21,scattered clouds
550,Leopold,AU,-38.1833,144.4667,39.22,93,42,4.61,scattered clouds
551,Woodstock,CA,43.1334,-80.7497,64.81,65,59,1.99,broken clouds
552,Najran,SA,17.4924,44.1277,79.21,16,5,6.4,clear sky
553,Deputatskiy,RU,69.3,139.9,19.26,97,96,3.24,overcast clouds
554,Taoudenni,ML,22.6783,-3.9836,105.78,12,70,5.73,broken clouds
555,Bilma,NE,18.6853,12.9164,96.85,11,20,4.25,few clouds
556,Opuwo,NA,-18.0607,13.84,76.96,21,0,14.32,clear sky
557,Ambon,ID,-3.6954,128.1814,80.74,78,40,3.44,scattered clouds
558,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,97,100,6.91,overcast clouds
559,Lenart,SI,46.5761,15.8313,62.69,66,100,5.75,overcast clouds
560,Kavaje,AL,41.1856,19.5569,62.76,54,64,2.06,broken clouds
561,Port Blair,IN,11.6667,92.75,80.83,80,75,8.32,broken clouds
562,Rus,ES,38.0476,-3.4625,80.46,23,89,8.5,overcast clouds
563,Kungurtug,RU,50.5994,97.5228,36.19,67,50,0.47,scattered clouds
564,Flinders,AU,-34.5833,150.8552,52.25,90,63,1.99,broken clouds
565,Maloy,NO,61.9353,5.1136,51.53,45,62,9.78,broken clouds
566,Anqing,CN,30.5092,117.0506,63.82,64,98,4.41,overcast clouds
567,Coahuayana,MX,18.7333,-103.6833,87.94,63,20,5.14,few clouds
568,Zarubino,RU,42.63,131.0922,53.69,78,0,9.13,clear sky
569,Beisfjord,NO,68.3751,17.5988,53.04,89,90,1.45,overcast clouds
570,Culpeper,US,38.5004,-77.9664,70.56,54,40,1.01,scattered clouds
571,Mezhdurechensk,RU,53.6942,88.0603,42.35,69,89,3.0,overcast clouds
572,North Bend,US,43.4065,-124.2243,67.91,81,0,6.91,clear sky
573,Westport,US,41.1415,-73.3579,68.45,49,69,5.01,broken clouds
574,Quelimane,MZ,-17.8786,36.8883,73.89,83,40,6.2,scattered clouds
575,Agua Verde,MX,22.9,-106.05,87.89,69,77,5.41,broken clouds
576,Mali,GN,12.079,-12.2982,65.95,91,88,2.26,moderate rain
577,Serenje,ZM,-13.2325,30.2352,72.52,34,44,10.47,scattered clouds
578,Tommot,RU,58.9564,126.2925,36.28,99,100,5.06,light rain
579,Alyangula,AU,-13.8483,136.4192,64.27,88,77,0.0,broken clouds
580,Romitan,UZ,39.9343,64.3814,73.35,33,0,6.91,clear sky
581,Plouzane,FR,48.3833,-4.6167,57.38,77,20,12.66,few clouds
582,Lamu,KE,-2.2717,40.902,77.22,87,100,11.7,overcast clouds
583,Iwaki,JP,37.05,140.8833,67.77,95,100,1.01,overcast clouds
584,Ternate,ID,0.8,127.4,81.39,76,79,7.02,broken clouds
585,Bangangte,CM,5.1409,10.5198,62.33,92,50,1.05,light rain
586,Oranjemund,NA,-28.55,16.4333,55.38,82,100,12.19,overcast clouds
587,Tigre,AR,-34.426,-58.5796,75.06,36,0,11.5,clear sky
588,Bundibugyo,UG,0.7414,30.0417,67.6,97,92,2.59,moderate rain
589,Aqtobe,KZ,50.2797,57.2072,69.89,49,90,6.71,overcast clouds
590,Naze,JP,28.3667,129.4833,76.96,83,72,4.99,broken clouds
591,Chifeng,CN,42.2683,118.9636,53.98,26,56,7.36,broken clouds
592,Andapa,MG,-14.65,49.65,62.2,99,77,1.48,broken clouds
593,Mysliborz,PL,52.9238,14.8679,59.05,64,100,4.16,light rain
594,Vardo,NO,70.3705,31.1107,48.18,81,27,16.11,scattered clouds
595,Micheweni,TZ,-4.9667,39.8333,75.99,84,61,12.19,broken clouds
596,Haines Junction,CA,60.7522,-137.5108,42.75,84,99,5.64,overcast clouds
597,Ronne,DK,55.1009,14.7066,53.51,76,75,3.44,broken clouds
598,Ayan,RU,56.45,138.1667,44.82,90,100,20.49,light rain
599,San Jeronimo,PE,-11.9472,-75.2829,62.04,46,97,8.41,overcast clouds
600,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,56,69,16.15,broken clouds
601,Gigmoto,PH,13.7796,124.39,78.33,90,100,10.38,heavy intensity rain
602,Alta Floresta,BR,-9.8756,-56.0861,96.22,28,50,1.45,scattered clouds
603,Imbituba,BR,-28.24,-48.6703,63.14,61,0,8.7,clear sky
604,Nizhniy Ingash,RU,56.2,96.53,33.44,86,68,3.31,broken clouds
605,Broken Hill,AU,-31.95,141.4333,54.86,55,0,9.19,clear sky
606,Qingyuan,CN,23.7,113.0333,82.38,83,56,1.95,broken clouds
607,Harnosand,SE,62.6323,17.9379,53.01,86,82,3.11,broken clouds
608,Bolshaya Rechka,RU,51.9503,104.7355,39.47,86,97,8.61,overcast clouds
609,Patawag,PH,8.1064,122.6208,78.21,86,100,4.9,light rain
610,Owensboro,US,37.7742,-87.1133,86.16,47,0,16.11,clear sky
611,Vung Tau,VN,10.346,107.0843,79.95,85,92,10.56,overcast clouds
612,Ekangala,ZA,-25.6962,28.7492,75.29,31,0,11.43,clear sky
613,Santa Rosa,PH,14.3122,121.1114,81.1,85,100,2.46,moderate rain
614,Tshela,CD,-4.9833,12.9333,77.18,71,100,5.82,overcast clouds
615,Bichena,ET,10.45,38.2,54.25,86,99,2.48,light rain
616,Taian,CN,36.1853,117.12,55.62,57,90,3.69,overcast clouds
617,Tamworth,GB,52.634,-1.6959,56.64,73,49,5.99,scattered clouds
618,Merauke,ID,-8.4667,140.3333,76.84,88,67,11.18,broken clouds
619,Veraval,IN,20.9,70.3667,81.27,71,32,10.65,scattered clouds
620,Novobiryusinskiy,RU,56.9578,97.7076,29.52,96,28,2.98,scattered clouds
621,Morehead,US,37.2711,-87.1764,81.79,49,0,8.05,clear sky
622,Havelock,US,34.8791,-76.9013,76.98,44,10,3.62,clear sky
623,San Lorenzo,PY,-25.3333,-57.5333,72.54,38,0,5.75,clear sky
624,Hakkari,TR,37.5833,44.1667,54.82,58,0,5.91,clear sky
625,Inhambane,MZ,-23.865,35.3833,72.5,78,0,8.48,clear sky
626,Luderitz,NA,-26.6481,15.1594,56.37,78,48,10.27,scattered clouds
627,Ampanihy,MG,-24.7,44.75,75.51,47,0,12.12,clear sky
628,Haapiti,PF,-17.5667,-149.8667,78.53,73,31,20.98,light rain
629,Abu Zabad,SD,12.35,29.25,84.58,46,5,4.05,clear sky
630,Buin,CL,-33.7333,-70.75,54.73,73,99,5.99,overcast clouds
631,Boddam,GB,57.4667,-1.7833,52.48,65,85,12.39,overcast clouds
632,Kununurra,AU,-15.7667,128.7333,73.38,83,32,0.0,scattered clouds
633,Hokitika,NZ,-42.7167,170.9667,49.48,81,56,6.31,broken clouds
634,Sibolga,ID,1.7427,98.7792,76.37,86,99,2.21,overcast clouds
635,Noyabrsk,RU,63.1994,75.4507,35.08,81,100,6.42,overcast clouds
636,Moose Factory,CA,51.2585,-80.6094,65.75,39,7,7.16,clear sky
637,Vysotskoye,RU,45.025,42.9064,50.67,85,100,9.08,overcast clouds
638,Ipixuna,BR,-1.7625,-48.8043,94.51,40,3,6.2,clear sky
639,Chicama,PE,-7.8447,-79.1469,59.54,58,63,10.65,broken clouds
640,Dzaoudzi,YT,-12.7887,45.2699,76.89,83,0,4.61,clear sky
641,Itabirito,BR,-20.2533,-43.8014,87.17,24,15,4.41,few clouds
642,Rio Grande,BR,-32.035,-52.0986,69.91,54,0,9.46,clear sky
643,Murchison,NZ,-41.8,172.3333,44.89,99,36,0.76,scattered clouds
644,Barcelona,ES,41.3888,2.159,71.15,77,40,11.5,scattered clouds
645,Monrovia,LR,6.3005,-10.7969,76.77,90,99,11.77,light rain
646,Safranbolu,TR,41.2508,32.6942,49.17,89,5,1.74,clear sky
647,Salinas,US,36.6777,-121.6555,77.61,61,0,4.61,clear sky
648,Lata,PT,40.1629,-8.3327,70.92,64,0,6.8,clear sky
649,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,27,40,18.41,scattered clouds
650,Vicuna,CL,-30.0319,-70.7081,68.77,42,40,10.2,scattered clouds
651,Kropotkin,RU,45.4375,40.5756,55.04,78,79,12.77,broken clouds
652,Suez,EG,29.9737,32.5263,79.68,55,0,14.74,clear sky
653,Hualmay,PE,-11.0964,-77.6139,66.9,69,78,12.75,broken clouds
654,Verkh-Usugli,RU,52.7,115.1667,37.4,57,91,2.48,overcast clouds
655,Santa Rosalia,MX,27.3167,-112.2833,87.91,50,0,3.4,clear sky
656,Garowe,SO,8.4054,48.4845,78.91,61,78,19.75,broken clouds
657,Olafsvik,IS,64.8945,-23.7142,52.48,94,100,43.55,light rain
658,Picos,BR,-7.0769,-41.4669,98.19,25,46,2.62,scattered clouds
659,Bartica,GY,6.4,-58.6167,84.52,41,39,0.34,scattered clouds
660,Bairiki,KI,1.3292,172.9752,80.6,83,40,6.91,light rain
661,Jinji,CN,23.2281,110.8261,79.72,70,99,1.43,overcast clouds
662,Tvrdosin,SK,49.337,19.556,45.84,85,97,3.87,overcast clouds
663,Camana,PE,-16.6228,-72.7111,64.33,68,88,9.89,overcast clouds
664,Jalingo,NG,8.8833,11.3667,78.06,86,90,1.07,overcast clouds
665,Bagdarin,RU,54.4333,113.6,29.16,68,73,1.25,broken clouds
666,Mineros,BO,-17.1167,-63.2333,91.38,29,90,9.57,overcast clouds
667,Springdale,US,36.1867,-94.1288,89.33,52,0,13.8,clear sky
668,Kalmar,SE,56.6616,16.3616,53.96,86,75,4.61,broken clouds
669,Puerto Carreno,CO,6.189,-67.4859,92.17,51,17,0.89,few clouds
670,Carbonia,IT,39.1672,8.5222,76.01,72,97,3.76,overcast clouds
671,Zhaoqing,CN,23.0512,112.4597,76.06,85,52,1.7,broken clouds
672,Dandong,CN,40.1292,124.3947,54.48,79,100,2.28,overcast clouds
673,Batagay-Alyta,RU,67.8006,130.4114,22.32,83,43,1.63,scattered clouds
674,Papillion,US,41.1544,-96.0422,85.68,35,0,17.27,clear sky
675,Tuni,IN,17.35,82.55,79.54,83,94,2.42,overcast clouds
676,Namtsy,RU,62.7161,129.6658,35.91,99,100,3.4,light rain
677,Kankon,IN,15.0167,74.0167,76.66,86,4,2.68,clear sky
678,Brzesko,PL,49.9691,20.6061,54.82,83,96,4.41,overcast clouds
679,Palauig,PH,15.435,119.9045,80.51,75,99,1.68,overcast clouds
680,Koutsouras,GR,35.0339,25.9469,69.12,50,0,11.27,clear sky
681,Kudahuvadhoo,MV,2.6708,72.8944,83.61,72,97,14.67,overcast clouds
682,Svetlogorsk,BY,52.6333,29.7333,49.57,79,89,11.48,overcast clouds
683,Ratnapura,LK,6.6828,80.3992,74.19,86,80,1.86,broken clouds
684,Xuddur,SO,4.1213,43.8894,84.15,41,89,16.58,overcast clouds
685,Santo Domingo,DO,18.5001,-69.9886,90.03,87,97,6.98,overcast clouds
686,Erdenet,MN,49.0333,104.0833,39.67,56,41,1.63,scattered clouds
687,Maldonado,UY,-34.6667,-54.9167,65.59,47,39,4.32,scattered clouds
688,Nanakuli,US,21.3906,-158.1547,82.04,76,0,4.61,moderate rain
689,Stratford-Upon-Avon,GB,52.1917,-1.7073,58.21,73,42,12.28,scattered clouds
690,Necochea,AR,-38.5473,-58.7368,65.23,49,63,7.09,broken clouds
691,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.79,78,75,18.41,broken clouds
692,Datong,CN,40.0936,113.2914,52.93,36,1,4.25,clear sky
693,Cozumel,MX,20.5083,-86.9458,91.47,71,40,10.36,scattered clouds
694,Mehriz,IR,31.5917,54.4318,79.3,15,0,2.8,clear sky
695,Tourlaville,FR,49.6383,-1.5664,59.52,72,20,5.75,few clouds
696,Kalat,PK,29.0225,66.5916,65.37,22,2,3.8,clear sky
697,Nisia Floresta,BR,-6.0911,-35.2086,85.01,56,45,11.43,scattered clouds
698,Fukue,JP,32.6881,128.8419,72.68,64,76,21.25,broken clouds
699,Nzerekore,GN,7.7562,-8.8179,73.15,94,97,2.48,moderate rain
700,Tilichiki,RU,60.4667,166.1,33.78,88,38,8.41,scattered clouds
701,Aklavik,CA,68.2191,-135.0107,37.4,93,100,5.44,overcast clouds
702,Khromtau,KZ,50.2503,58.4347,69.4,37,70,2.19,broken clouds
703,Okha,RU,53.5739,142.9478,50.18,97,100,19.82,moderate rain
704,Barranca De Upia,CO,4.5696,-72.9668,89.37,52,77,2.89,light rain
705,Genhe,CN,50.7833,121.5167,44.15,94,100,4.09,overcast clouds
706,Elizabeth City,US,36.2946,-76.2511,75.22,44,0,6.91,clear sky
707,Amberley,US,39.2048,-84.428,71.76,67,75,10.36,broken clouds
